track_name,track_id,artist(s)_name,artist_count,released_year,released_month,released_day,popularity,acousticness_%,danceability_%,duration_ms,energy_%,instrumentalness_%,key,liveness_%,loudness,mode,speechiness_%,tempo(bpm),time_signature,valence_%
ALL MINE,3XgGQ1wjo5khvq2UImjyNF,Brent Faiyaz,1,2022,7,8,83,42.8,61.7,216063,37.8,0.00916,9,11.0,-8.54,1,3.15,141.967,4,0.22
Me Porto Bonito,6Sq7ltF9Qa7SNFBsV5Cogx,Bad Bunny & Chencho Corleone,2,2022,5,6,89,9.01,91.1,178567,71.2,0.00268,1,9.33,-5.105,0,8.17,92.005,4,0.425
Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,Rema & Selena Gomez,2,2022,8,25,90,38.2,80.10000000000001,239318,80.60000000000001,0.0669,11,11.4,-5.206,1,3.81,106.999,4,0.802
PUFFIN ON ZOOTIEZ,1qMMYpVatbRITKCfq1gasi,Future,1,2022,4,29,82,6.03,88.3,172933,65.7,0.0,8,12.8,-5.748,1,30.5,124.992,4,0.284
Lavender Haze,5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,1,2022,10,21,85,25.8,73.3,202396,43.6,0.0573,10,15.7,-10.489,1,8.0,96.985,4,0.0976
nuts,4k3xDpAdBuM17mNNHhOZkK,Lil Peep & rainy bear,2,2022,12,2,83,0.872,51.0,85360,73.9,0.0,2,11.1,-7.41,1,4.15,62.007,4,0.148
Bad Habit,4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,1,2022,7,15,83,61.3,68.60000000000001,232067,49.4,0.0058,1,40.2,-7.093,1,3.55,168.946,4,0.7
snowfall,4xF4ZBGPZKxECeDFrqSAG4,Øneheart & reidenshi,2,2022,1,14,88,92.9,46.6,124066,9.18,80.30000000000001,10,43.9,-26.813,1,2.69,95.014,4,0.0841
The Kind of Love We Make,48UKTR66uUOT9LaUvooTNx,Luke Combs,1,2022,6,24,82,2.26,60.8,224427,74.5,0.000647,1,9.42,-4.13,1,2.77,102.025,4,0.464
golden hour,5odlY52u43F5BjByhxg7wg,JVKE,1,2022,9,23,86,65.3,51.5,209260,59.3,16.2,4,25.0,-4.801,1,3.22,94.467,3,0.153
Kill Bill,3OHfY25tqY28d16oZczHc8,SZA,1,2022,12,9,86,5.43,64.4,153947,72.8,16.900000000000002,8,16.1,-5.75,1,3.51,88.993,4,0.43
Tití Me Preguntó,1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,1,2022,5,6,86,9.93,65.0,243717,71.5,0.0291,5,12.6,-5.198,0,25.3,106.672,4,0.187
All My Love,7ByxizhA4GgEf7Sxomxhze,Noah Kahan,1,2022,10,14,80,32.0,63.7,251511,65.10000000000001,0.0,2,9.38,-7.089,1,5.21,115.926,4,0.485
I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,Post Malone & Doja Cat,2,2022,6,3,86,12.1,73.3,192841,67.0,0.0,5,12.1,-6.009,1,7.51,100.964,4,0.472
1000 Blunts,09riz9pAPJyYYDVynE5xxY,$uicideboy$,1,2022,7,29,80,22.4,83.0,175476,69.8,0.000102,5,19.1,-6.517,0,7.7,132.99,4,0.595
Nobody Gets Me,5Y35SjAfXjjG0sFQ3KOxmm,SZA,1,2022,12,9,84,80.5,35.8,180853,28.4,0.0,7,18.3,-8.285,1,2.85,99.796,3,0.276
I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,David Guetta & Bebe Rexha,2,2022,8,26,91,0.383,56.10000000000001,175238,96.5,0.000707,7,37.1,-3.673,0,3.43,128.04,4,0.304
Good Looking,0j3mqDTK4Z6lvrLzFCUUz6,Suki Waterhouse,1,2022,8,18,83,7.7,36.4,214800,55.400000000000006,0.0297,4,12.5,-9.076,1,3.01,150.079,3,0.257
"You're On Your Own, Kid",4D7BCuvgdJlYvlX5WlN54t,Taylor Swift,1,2022,10,21,85,40.1,69.6,194207,39.6,0.00052,2,12.5,-10.289,1,6.5600000000000005,120.041,4,0.38
Relaxing Brown Noise 256 Hz Smooth Q,1gwLjpvAbu6IVmVdAfPJ0G,Jane Color,1,2022,7,15,81,81.5,16.5,179470,26.6,90.1,8,9.92,-38.151,1,13.5,76.211,4,0.0267
JACKIE BROWN,2IlT65thKQQw248mhk2PjQ,Brent Faiyaz,1,2022,7,8,82,65.0,72.6,169014,35.3,0.2,10,22.4,-10.273,1,10.5,137.66,4,0.503
P power (feat. Drake),0lEjxUUlKqjqXrVlIHFduD,Gunna & Drake,2,2022,1,13,81,1.99,82.8,193347,59.1,0.0323,1,36.1,-6.217,1,10.9,119.251,4,0.202
Until I Found You (with Em Beihold) - Em Beihold Version,1Y3LN4zO1Edc2EluIoSPJN,Stephen Sanchez & Em Beihold,2,2022,4,22,89,77.7,55.1,176440,55.00000000000001,0.0,10,20.200000000000003,-5.339,1,2.86,101.19,3,0.342
Falling Behind,4KGGeE7RJsgLNZmnxGFlOj,Laufey,1,2022,8,26,82,94.2,44.9,173640,35.3,7.86,7,10.9,-12.986,1,9.15,165.888,4,0.55
Bejeweled,3qoftcUZaUOncvIYjFSPdE,Taylor Swift,1,2022,10,21,84,6.18,69.6,194166,55.900000000000006,0.00558,7,8.870000000000001,-9.19,1,6.93,163.999,4,0.433
TV,3GYlZ7tbxLOxe6ewMNVTkw,Billie Eilish,1,2022,7,21,86,83.0,41.2,281381,23.6,0.653,4,14.7,-15.159,0,3.790000000000001,140.214,4,0.119
SPIT IN MY FACE!,1N8TTK1Uoy7UvQNUazfUt5,ThxSoMch,1,2022,12,20,86,4.64,73.0,147875,78.5,2.16,8,11.1,-6.512,1,5.54,94.094,4,0.649
Si No Estás,2HafqoJbgXdtjwCOvNEF14,iñigo quintero,1,2022,9,23,98,82.69999999999999,53.7,184061,42.1,0.0,5,13.8,-8.72,1,2.85,98.224,4,0.524
Your Heart Or Mine,7ETjhPaIU4UmHOiimJBZz9,Jon Pardi,1,2022,9,2,78,5.390000000000001,63.9,161200,71.3,0.0,5,10.2,-4.368,0,3.37,86.1,4,0.717
Midnight Rain,3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,1,2022,10,21,85,69.0,64.3,174783,36.3,0.00517,0,11.5,-11.738,1,7.670000000000001,139.865,4,0.23
Igualito a Mi Apá,17js0w8GTkTUFGFM6PYvBd,Fuerza Regida & Peso Pluma,2,2022,12,30,83,18.8,75.8,166821,81.2,0.0,4,5.64,-3.272,0,8.540000000000001,144.908,4,0.795
Matte Black,0hPRWztAIbNkt6GcFcLiqF,$uicideboy$,1,2022,7,29,78,12.2,87.7,238146,82.6,0.00105,10,10.4,-3.75,0,20.6,75.003,4,0.814
Shirt,2wSTnntOPRi7aQneobFtU4,SZA,1,2022,12,9,81,22.8,84.8,181840,51.2,0.232,3,8.790000000000001,-7.72,0,10.2,120.009,4,0.572
Awkward,2xZ0zfuDTv5LxLhEgD82PG,SZA,1,2022,6,9,80,18.2,61.8,178000,47.4,0.0121999999999999,5,10.8,-12.097,1,7.89,119.999,4,0.397
Good Days,4PMqSO5qyjpvzhlLI5GnID,SZA,1,2022,12,9,81,41.8,46.1,278480,65.10000000000001,0.00126,1,78.2,-8.81,0,5.680000000000001,121.07,4,0.383
Homesick,0jkzxxDG8z3Y5OmfNl1VM0,Noah Kahan,1,2022,10,14,78,2.6100000000000003,50.3,194417,64.3,0.00227,6,31.4,-6.494,1,4.07,169.955,4,0.43
Blind,2CSRrnOEELmhpq8iaAi9cd,SZA,1,2022,12,9,80,91.1,46.1,150720,27.9,0.0,9,20.5,-11.776,0,3.73,114.225,4,0.599
Just Wanna Rock,4FyesJzVpA39hbYvcseO2d,Lil Uzi Vert,1,2022,10,17,81,6.52,48.6,123891,54.50000000000001,0.474,11,6.419999999999999,-7.924,1,3.36,150.187,4,0.0385
Shut up My Moms Calling - (Sped Up),31mzt4ZV8C0f52pIz1NSwd,Hotel Ugly,1,2022,9,14,86,31.2,65.3,135529,47.4,0.000665,5,11.9,-10.899,0,10.3,85.024,4,0.361
Just Pretend,1H4Y9uW4N0LsxJUz0VnaPJ,Bad Omens,1,2022,2,25,80,0.252,45.7,204677,83.39999999999999,0.125,5,10.0,-4.674,0,8.17,140.032,4,0.201
"Going, Going, Gone",67AdiJcurlf6gocGobfaXs,Luke Combs,1,2022,6,24,79,53.8,56.49999999999999,177267,56.00000000000001,0.0,6,9.61,-6.034,1,2.75,159.931,4,0.325
Static,4OmfWzukSVD140NiAIEjem,Steve Lacy,1,2022,7,15,80,43.4,33.5,156507,30.5,63.1,1,10.1,-12.661,1,7.41,79.001,5,0.215
the perfect pair,41P6Tnd8KIHqON0QIydx6a,beabadoobee,1,2022,7,15,80,43.3,63.4,177533,66.3,12.4,11,10.2,-6.818,1,3.31,146.053,4,0.6
On BS,34tz0eDhGuFErIuW3q4mPX,Drake & 21 Savage,2,2022,11,4,79,2.01,84.1,261544,35.8,0.0,9,39.0,-8.368,1,59.1,158.014,4,0.329
La Curiosidad,0hnvQLkV7yOjslEzflJSK4,Ivan Cornejo & Eslabon Armado,2,2022,6,2,78,72.89999999999999,62.6,216000,45.4,0.0442,3,15.9,-8.767,0,3.92,123.351,4,0.36
Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,Harry Styles,1,2022,5,20,85,29.8,71.39999999999999,177955,72.8,0.0,10,10.6,-4.595,1,4.68,114.996,4,0.901
Efecto,5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,1,2022,5,6,86,14.099999999999998,80.10000000000001,213061,47.5,0.00173,7,6.39,-8.797,0,5.16,98.047,4,0.234
She Had Me At Heads Carolina,200x8ONbPfFzByUr3fVz46,Cole Swindell,1,2022,4,8,77,12.4,60.7,206107,91.2,0.0,8,33.2,-3.449,1,6.11,134.944,4,0.722
Flawlëss (feat. Lil Uzi Vert),1a019wP7IdYLexwbmfZPm3,Yeat & Lil Uzi Vert,2,2022,9,9,81,7.15,47.4,176125,80.5,0.0,1,14.7,-5.997,1,33.2,131.001,4,0.109
SLUT ME OUT,5BmB3OaQyYXCqRyN8iR2Yi,NLE Choppa,1,2022,4,22,78,11.7,93.8,123673,60.6,0.0,6,52.8,-6.396,0,41.9,121.108,4,0.706
Ojitos Lindos,3k3NWokhRRkEPhCzPmV8TW,Bad Bunny & Bomba Estéreo,2,2022,5,6,87,8.0,64.7,258299,68.60000000000001,0.000134,3,52.8,-5.745,0,4.130000000000001,79.928,4,0.268
Broadway Girls (feat. Morgan Wallen),7qTaDOcld0VmBWXnkbUj45,Lil Durk & Morgan Wallen,2,2022,3,10,76,4.17,65.9,185600,74.5,0.0,10,29.6,-3.599,1,3.47,74.967,4,0.54
The Good I'll Do,53zCCom4uEoIBaOAEJtjUL,Zach Bryan,1,2022,5,20,76,82.0,43.4,211316,21.5,0.0,10,45.6,-8.478,1,4.17,118.152,4,0.187
First Class,0wHFktze2PHC5jDt3B17DC,Jack Harlow,1,2022,5,6,82,11.1,90.2,173948,58.2,0.000318,5,11.1,-5.902,0,10.9,107.005,4,0.332
Ch y la Pizza,0UbesRsX2TtiCeamOIVEkp,Fuerza Regida & Natanael Cano,2,2022,12,30,83,32.9,62.8,136913,66.8,0.0,8,13.900000000000002,-2.722,1,11.7,148.746,3,0.845
Flower Shops (feat. Morgan Wallen),0De9jFjJ4eRLl7Yww2eBw1,ERNEST & Morgan Wallen,2,2022,3,11,76,11.8,52.7,214405,46.1,0.0,7,8.309999999999999,-5.908,1,2.69,128.153,3,0.227
HASTA LA MUERTE,3qAJAUr7yc9bPDx4ESt6ND,Eslabon Armado & Ivan Cornejo,2,2022,5,6,78,28.000000000000004,55.50000000000001,209903,83.2,0.0,11,8.94,-3.691,1,4.12,170.124,3,0.43
Northern Attitude,4O2rRsoSPb5aN7N3tG6Y3v,Noah Kahan,1,2022,10,14,77,11.3,51.2,267256,63.6,0.0038,3,10.4,-8.087,1,4.69,121.431,4,0.312
Bebe Dame,0IKeDy5bT9G0bA7ZixRT4A,Fuerza Regida & Grupo Frontera,2,2022,12,28,82,29.9,52.900000000000006,271862,60.2,0.0,7,7.16,-4.629,1,4.58,157.643,4,0.756
In My Room,7CiDwKE62N6ey3LyG6s7xc,Chance Peña,1,2022,5,6,82,52.1,40.8,177609,33.800000000000004,0.0639,4,7.32,-13.626,1,4.31,133.943,3,0.1
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],4WuOWVnAqvEQxgSRrspBgt,Metro Boomin & Travis Scott & 21 Savage,3,2022,12,2,81,18.9,67.10000000000001,207307,65.8,0.00866,2,14.7,-5.567,1,30.9,87.933,4,0.257
Motorcycle Drive By,2HbpYFQbairMoU2YFyOP2x,Zach Bryan,1,2022,7,15,76,3.92,65.5,161799,68.2,0.0,3,67.0,-4.562,1,4.64,124.306,4,0.525
Nothing's New,0EF1EE8zusg3Y869e56JFd,Rio Romeo,1,2022,9,23,82,86.3,42.1,211000,39.4,0.000474,11,9.84,-8.312,1,2.77,96.192,3,0.399
HOTEL LOBBY (Unc & Phew),4vVjPTApwXZwB2H3mBq3ml,Quavo & Takeoff,2,2022,10,7,80,11.7,82.5,142657,64.9,0.0,11,23.200000000000003,-4.297,1,16.900000000000002,127.978,4,0.143
Bad Habit,5CM4UuQ9Gnd6K2YyKGPMoK,Steve Lacy,1,2022,6,29,81,62.6,68.60000000000001,232115,50.7,0.0075099999999999,1,38.3,-7.097,1,3.5700000000000003,168.955,4,0.69
Is There Someone Else?,0mL82sxCRjrs3br407IdJh,The Weeknd,1,2022,1,6,86,3.88,70.19999999999999,199111,58.6,0.00727,9,15.6,-7.83,0,3.1300000000000003,134.951,4,0.608
Pussy & Millions (feat. Travis Scott),2KLwPaRDOB87XOYAT2fgxh,Drake & 21 Savage & Travis Scott,3,2022,11,4,79,6.23,74.9,242027,63.0,0.0,4,35.3,-6.652,0,11.6,122.03,4,0.445
El Gavilán,4ygQ5wSuzzNRevVjup1qV2,Luis R Conriquez & Tony Aguirre & Peso Pluma,3,2022,10,21,82,14.4,72.39999999999999,175296,68.4,0.35,11,30.2,-4.413,1,7.049999999999999,144.117,3,0.729
Gilded Lily,3Z0qLOS0cqWKPHXkbTXmNF,Cults,1,2022,10,26,81,46.8,40.0,212736,57.1,0.0030499999999999,11,51.9,-6.534,0,2.88,61.859,4,0.146
Evergreen (You Didn’t Deserve Me At All),2TktkzfozZifbQhXjT6I33,Omar Apollo,1,2022,4,8,80,59.8,69.69999999999999,216680,33.6,0.528,9,10.7,-10.395,1,4.24,82.029,3,0.31
From Austin,6k07Z7rd9og1FvRJD2n9E8,Zach Bryan,1,2022,5,20,76,63.3,50.0,207453,48.5,0.000126,0,10.7,-7.94,1,4.22,109.755,4,0.379
People Watching,3TFoEJe5zNuHZStRboWPxg,Conan Gray,1,2022,6,24,81,38.1,53.0,158537,59.2,0.0,5,29.4,-7.281,1,5.34,125.721,4,0.544
Vigilante Shit,1xwAWUI6Dj0WGC3KiUPN0O,Taylor Swift,1,2022,10,21,81,17.299999999999997,79.80000000000001,164801,27.700000000000003,0.00525,4,12.1,-11.096,0,39.0,79.846,4,0.163
Valentine,6cx5CvFhqN19efStehJqoW,Laufey,1,2022,8,26,79,91.7,47.2,168907,20.4,0.0,3,10.7,-13.065,1,4.52,82.51,4,0.224
CUFF IT,1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,1,2022,7,29,84,3.68,78.0,225389,68.89999999999999,0.000969,7,6.98,-5.668,1,14.099999999999998,115.042,4,0.642
New Drank,3icILkEkTKNPaPQ5usTbsw,LUCKI,1,2022,3,31,76,0.183,70.3,88894,59.9,0.0,11,11.7,-10.215,0,14.3,131.051,4,0.695
Maroon,3eX0NZfLtGzoLUxPNvRfqm,Taylor Swift,1,2022,10,21,80,5.73,63.7,218271,39.8,0.000103,7,10.1,-8.294,1,5.64,108.075,4,0.0374
N95,0fX4oNGBWO3dSGUZcVdVV2,Kendrick Lamar,1,2022,5,13,81,37.7,79.0,195950,67.0,0.0002319999999999,1,11.9,-5.527,1,10.5,139.956,4,0.408
Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ,Joji,1,2022,6,10,84,89.1,44.0,233456,31.7,0.000478,8,14.099999999999998,-9.258,1,5.3100000000000005,169.914,3,0.268
Hey Mor,1zsPaEkglFvxjAhrM8yhpr,Ozuna & Feid,2,2022,10,7,87,0.302,90.1,196600,58.9,0.0237,1,9.92,-6.713,0,28.9,98.002,4,0.399
Satellite,0rzaRSujxA0bKyjJl6vHYq,Harry Styles,1,2022,5,20,83,14.3,57.6,218577,45.7,0.0030499999999999,0,9.17,-6.473,1,3.04,138.984,4,0.301
Ghost in the Machine (feat. Phoebe Bridgers),4h5x3XHLVYFJaItKuO2rhy,SZA & Phoebe Bridgers,2,2022,12,9,77,83.7,62.4,218587,43.3,2.94,6,11.3,-9.572,1,4.67,124.979,4,0.589
Thank God,1brnLTvarI9D1hLP6z2Ar8,Kane Brown & Katelyn Brown,2,2022,9,9,76,69.5,73.8,174560,45.5,0.0,3,10.7,-8.735,1,3.52,99.945,4,0.441
Ditto,3r8RuvgbX9s7ammBn07D3W,NewJeans,1,2022,12,19,85,2.7,81.39999999999999,185507,64.1,0.0,6,9.93,-5.957,0,11.1,133.854,4,0.183
In The Stars,1ei3hzQmrgealgRKFxIcWn,Benson Boone,1,2022,4,29,87,33.800000000000004,36.2,216410,54.0,0.0,10,13.900000000000002,-6.031,1,5.28,78.007,3,0.3
Matilda,6uvh0In7u1Xn4HgxOfAn8O,Harry Styles,1,2022,5,20,82,89.60000000000001,50.7,245964,29.4,0.00197,2,9.66,-10.0,1,4.0,114.199,4,0.386
Die Trying,4qNYl4NkngYRqf6DtTyD9I,Key Glock,1,2022,11,17,76,15.5,91.1,158224,46.2,0.0,6,14.3,-12.328,0,28.5,145.951,4,0.626
Open Arms (feat. Travis Scott),0xaFw2zDYf1rIJWl2dXiSF,SZA & Travis Scott,2,2022,12,9,80,76.3,66.5,239613,59.0,1.32,9,14.7,-7.608,1,16.1,77.559,4,0.216
Love Language,1eIXYZWEfJO3Na2LCCnIJE,SZA,1,2022,12,9,77,85.3,70.7,183893,26.1,0.0,9,12.7,-10.139,0,7.84,65.038,4,0.545
You Proof,5uU1uuyaUIBOiiUSQG7Wl3,Morgan Wallen,1,2022,5,13,76,25.2,73.1,157478,85.0,0.0,9,60.5,-4.913,1,3.36,119.706,4,0.644
Heavy Eyes,2gJj6WtAxXjApMs3PXsCeX,Zach Bryan,1,2022,5,20,75,3.2,47.1,190780,91.2,0.0,5,34.300000000000004,-3.032,1,7.24,139.667,4,0.613
Hours In Silence,0sSRLXxknVTQDStgU1NqpY,Drake & 21 Savage,2,2022,11,4,77,23.4,50.1,399154,40.3,0.0,6,26.700000000000003,-11.106,0,11.9,118.352,4,0.111
Unholy (feat. Kim Petras),3nqQXoyQOWXiESFLlDF1hG,Sam Smith & Kim Petras,2,2022,9,22,85,1.3,71.39999999999999,156943,47.2,0.000451,2,26.6,-7.375,1,8.64,131.121,4,0.238
ROLLING STONE,0e0JshRej2NwT7jahEmv52,Brent Faiyaz,1,2022,7,8,77,90.3,46.2,162007,27.3,0.00371,11,10.1,-11.768,0,6.22,141.33,3,0.334
J.,4lUsBLTAiufWocWtg4H0my,Ivan Cornejo,1,2022,6,2,75,66.60000000000001,40.8,234613,47.0,0.00544,10,9.26,-10.149,1,8.93,51.66,4,0.0953
On tha linë,37nYSBS0MfRCm913QwCCYo,Yeat,1,2022,2,18,78,0.482,77.10000000000001,154787,59.4,0.000688,1,11.1,-8.991,0,19.3,149.106,4,0.119
Can't Have Mine (Find You A Girl),3jfywRZH6cB2iLyKqo4EZd,Dylan Scott,1,2022,8,5,75,79.10000000000001,66.3,183087,50.2,0.0,5,10.5,-7.07,1,2.85,143.969,4,0.371
Good Times Go By Too Fast,7INk3focyW89pATBgageU7,Dylan Scott,1,2022,8,5,76,9.2,66.0,169573,70.6,0.0,5,12.9,-5.219,1,2.91,114.991,4,0.453
golden hour,4yNk9iz9WVJikRFle3XEvn,JVKE,1,2022,10,3,83,65.3,51.5,209260,59.3,16.2,4,25.0,-4.801,1,3.22,94.467,3,0.153
Bones,54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,1,2022,7,1,86,2.01,77.2,165265,75.0,0.0,5,7.399999999999999,-3.67,0,4.55,114.061,4,0.587
Moscow Mule,6Xom58OOXk2SoU711L2IXO,Bad Bunny,1,2022,5,6,84,29.4,80.4,245940,67.4,0.000118,5,11.5,-5.453,0,3.3300000000000005,99.968,4,0.292
Around Me (feat. Don Toliver),221qmpQeBNV87sUjQeUTVH,Metro Boomin & Don Toliver,2,2022,12,2,80,9.58,69.3,191520,67.0,0.857,2,43.2,-3.537,0,3.45,119.907,4,0.084
Fifth of May,1wLNEMiUzwvRZz9XHCXhAE,Zach Bryan,1,2022,11,11,75,39.1,59.6,178151,54.400000000000006,0.000306,4,12.9,-7.039,1,3.41,136.728,4,0.707
this is what falling in love feels like,2PWTZV5znjLtZC5T1EVJvL,JVKE,1,2022,9,23,81,61.7,42.2,120308,44.0,0.0,11,8.37,-5.53,1,5.44,128.934,5,0.332
Que Vuelvas,6Um358vY92UBv5DloTRX9L,Carin Leon & Grupo Frontera,2,2022,12,9,84,18.7,49.1,169419,64.3,0.0,10,10.9,-4.309,1,4.42,162.469,4,0.779
Talk,0oO1AbL92F6329z13C2qQH,Yeat,1,2022,9,9,78,8.73,69.8,174857,76.3,0.0,4,64.7,-4.716,0,20.5,139.939,4,0.252
Orange Juice,07UFnnK3uPIuKv5Rs9TmXl,Noah Kahan,1,2022,10,14,76,49.0,64.7,297103,38.4,0.000655,9,12.1,-10.825,1,3.74,119.831,4,0.208
Love Lost,2z9iuAxKv4TTeCrPAxxKg9,Mac Miller & The Temper Trap,2,2022,7,22,79,52.8,73.5,162876,81.2,0.0,2,18.6,-4.417,1,15.1,109.829,4,0.584
